run_name,sample_name,total_reads_processed,reads_with_any_adapters,total_basepairs_processed,basepairs_in_any_adapters,adapter_name,reads_with_this_adapter,length_trimmed,times_trimmed,times_expected
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,4,3220,3796.4
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,5,722,949.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,6,424,237.3
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,7,187,59.3
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,8,174,14.8
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,9,174,3.7
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,10,201,0.9
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,11,175,0.2
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,12,205,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,13,163,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,14,157,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,15,136,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,16,167,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,17,162,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,18,170,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,19,157,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,20,156,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,21,174,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,22,160,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,23,135,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,24,138,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,25,140,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,26,140,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,27,155,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,28,120,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,29,135,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,30,139,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,31,119,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,32,166,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,33,78,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,34,128,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,35,132,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,36,146,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,37,139,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,38,101,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,39,128,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,40,117,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,41,111,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,42,161,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,43,101,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,44,113,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,45,103,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,46,102,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,47,109,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,48,97,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,49,114,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,50,99,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,51,98,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,52,104,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,53,91,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,54,108,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,55,97,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,56,97,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,57,90,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,58,66,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,59,83,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,60,142,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,61,107,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,62,278,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,63,3593,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,64,239,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,65,440,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,66,112,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,67,1010,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,68,171,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,69,324,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,70,134,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,71,4687,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,72,167,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,73,136,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,74,140,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,75,110,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,76,164,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,77,157,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,78,136,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,79,131,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,80,35,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,81,15,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222059.fq.gz,971869,23851,82608865,81534427, Adapter Illumina ,23851,82,39,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,4,3751,4822.7
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,5,1043,1205.7
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,6,553,301.4
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,7,260,75.4
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,8,244,18.8
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,9,167,4.7
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,10,253,1.2
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,11,344,0.3
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,12,228,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,13,217,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,14,181,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,15,205,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,16,183,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,17,222,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,18,188,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,19,189,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,20,186,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,21,175,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,22,186,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,23,201,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,24,167,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,25,331,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,26,183,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,27,210,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,28,170,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,29,174,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,30,153,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,31,169,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,32,200,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,33,171,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,34,150,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,35,139,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,36,164,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,37,167,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,38,191,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,39,124,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,40,150,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,41,176,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,42,177,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,43,127,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,44,144,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,45,142,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,46,140,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,47,171,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,48,135,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,49,128,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,50,93,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,51,135,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,52,107,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,53,136,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,54,127,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,55,111,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,56,89,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,57,134,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,58,120,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,59,126,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,60,308,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,61,91,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,62,353,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,63,1408,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,64,344,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,65,402,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,66,178,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,67,322,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,68,134,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,69,259,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,70,102,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,71,2341,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,72,135,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,73,323,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,74,459,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,75,79,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,76,154,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,77,93,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,78,181,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,79,177,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,80,48,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,81,33,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222070.fq.gz,1234609,22508,104941765,104097397, Adapter Illumina ,22508,82,77,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,4,6339,7627.0
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,5,1241,1906.7
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,6,527,476.7
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,7,132,119.2
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,8,118,29.8
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,9,101,7.4
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,10,144,1.9
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,11,111,0.5
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,12,88,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,13,93,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,14,98,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,15,76,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,16,105,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,17,171,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,18,68,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,19,80,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,20,90,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,21,69,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,22,66,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,23,93,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,24,66,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,25,107,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,26,63,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,27,80,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,28,105,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,29,74,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,30,93,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,31,68,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,32,92,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,33,59,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,34,97,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,35,67,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,36,91,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,37,90,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,38,107,0.1
bioprj_PRJNA473221_Bombus-bifarius,SRR7222073.fq.gz,1952500,23300,165962500,165065667, Adapter Illumina ,23300,39,81,0.1
