Run,Altitude,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,env_biome,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue
SRR7222044,2530 m,OTHER,85,131946435,PRJNA473221,SAMN09268248,Invertebrate,81452759,UNIVERSITY OF ALABAMA,2013-07-01,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128954,USA,North America,USA:California,Illumina HiSeq 2000,JDL563,Sonora Pass,38.32302 N 119.67823 W,JDL563,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL563-CA07-2013--Bv,female,SRP149031,Thorax muscle
SRR7222045,2530 m,OTHER,85,157572575,PRJNA473221,SAMN09268247,Invertebrate,100772042,UNIVERSITY OF ALABAMA,2013-07-01,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128953,USA,North America,USA:California,Illumina HiSeq 2000,JDL562,Sonora Pass,38.32302 N 119.67823 W,JDL562,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL562-CA07-2013--Bv,female,SRP149031,Thorax muscle
SRR7222046,2530 m,OTHER,85,200962695,PRJNA473221,SAMN09268246,Invertebrate,125657024,UNIVERSITY OF ALABAMA,2013-07-01,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128952,USA,North America,USA:California,Illumina HiSeq 2000,JDL561,Sonora Pass,38.32302 N 119.67823 W,JDL561,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL561-CA07-2013--Bv,female,SRP149031,Thorax muscle
SRR7222047,2530 m,OTHER,85,260149725,PRJNA473221,SAMN09268245,Invertebrate,161236182,UNIVERSITY OF ALABAMA,2013-07-01,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128951,USA,North America,USA:California,Illumina HiSeq 2000,JDL560,Sonora Pass,38.32302 N 119.67823 W,JDL560,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL560-CA07-2013--Bv,female,SRP149031,Thorax muscle
SRR7222048,2530 m,OTHER,85,140260285,PRJNA473221,SAMN09268244,Invertebrate,88523107,UNIVERSITY OF ALABAMA,2013-07-01,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128950,USA,North America,USA:California,Illumina HiSeq 2000,JDL559,Sonora Pass,38.32302 N 119.67823 W,JDL559,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL559-CA07-2013--Bv,female,SRP149031,Thorax muscle
SRR7222049,2530 m,OTHER,85,122770175,PRJNA473221,SAMN09268243,Invertebrate,76591005,UNIVERSITY OF ALABAMA,2013-07-01,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128949,USA,North America,USA:California,Illumina HiSeq 2000,JDL558,Sonora Pass,38.32302 N 119.67823 W,JDL558,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL558-CA07-2013--Bv,female,SRP149031,Thorax muscle
SRR7222050,2530 m,OTHER,85,137174700,PRJNA473221,SAMN09268242,Invertebrate,85863371,UNIVERSITY OF ALABAMA,2013-07-01,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128948,USA,North America,USA:California,Illumina HiSeq 2000,JDL557,Sonora Pass,38.32302 N 119.67823 W,JDL557,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL557-CA07-2013--Bv,female,SRP149031,Thorax muscle
SRR7222051,314 m,OTHER,85,105159110,PRJNA473221,SAMN09268488,Invertebrate,67978588,UNIVERSITY OF ALABAMA,2015-05-12,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128947,USA,North America,USA:California,Illumina HiSeq 2000,JDL938,Three Rivers Just outside of Sequoia,36.45761 N 118.87862 W,JDL938,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL938-CA01-2015--Bv,female,SRP149031,Thorax muscle
SRR7222052,314 m,OTHER,85,91719505,PRJNA473221,SAMN09268489,Invertebrate,59511618,UNIVERSITY OF ALABAMA,2015-05-12,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128946,USA,North America,USA:California,Illumina HiSeq 2000,JDL939,Three Rivers Just outside of Sequoia,36.45761 N 118.87862 W,JDL939,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL939-CA01-2015--Bv,female,SRP149031,Thorax muscle
SRR7222053,314 m,OTHER,85,100551940,PRJNA473221,SAMN09268486,Invertebrate,65744539,UNIVERSITY OF ALABAMA,2015-05-12,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128945,USA,North America,USA:California,Illumina HiSeq 2000,JDL936,Three Rivers Just outside of Sequoia,36.45761 N 118.87862 W,JDL936,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL936-CA01-2015--Bv,female,SRP149031,Thorax muscle
SRR7222054,314 m,OTHER,85,113164155,PRJNA473221,SAMN09268487,Invertebrate,74176090,UNIVERSITY OF ALABAMA,2015-05-12,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128944,USA,North America,USA:California,Illumina HiSeq 2000,JDL937,Three Rivers Just outside of Sequoia,36.45761 N 118.87862 W,JDL937,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL937-CA01-2015--Bv,female,SRP149031,Thorax muscle
SRR7222055,1287 m,OTHER,85,86439475,PRJNA473221,SAMN09268484,Invertebrate,59123465,UNIVERSITY OF ALABAMA,2014-07-19,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128943,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL865,"Near Bunker Hill campsite\, Lemolo Lake Umpqua National Forest.",43.31999 N 122.18864 W,JDL865,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL865-OR03-2014--Bv,female,SRP149031,Thorax muscle
SRR7222056,1287 m,OTHER,85,84260245,PRJNA473221,SAMN09268485,Invertebrate,55219583,UNIVERSITY OF ALABAMA,2014-07-19,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128942,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL866,"Near Bunker Hill campsite\, Lemolo Lake Umpqua National Forest.",43.31999 N 122.18864 W,JDL866,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL866-OR03-2014--Bv,female,SRP149031,Thorax muscle
SRR7222057,2539 m,OTHER,85,181230965,PRJNA473221,SAMN09268251,Invertebrate,113850012,UNIVERSITY OF ALABAMA,2013-07-02,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128941,USA,North America,USA:California,Illumina HiSeq 2000,JDL568,"Yosemite NP\, Cathedral Peak",37.84579 N 119.44615 W,JDL568,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL568-CA08-2013--Bv,female,SRP149031,Thorax muscle
SRR7222058,2539 m,OTHER,85,146453980,PRJNA473221,SAMN09268250,Invertebrate,90868319,UNIVERSITY OF ALABAMA,2013-07-02,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128940,USA,North America,USA:California,Illumina HiSeq 2000,JDL567,"Yosemite NP\, Cathedral Peak",37.84579 N 119.44615 W,JDL567,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL567-CA08-2013--Bv,female,SRP149031,Thorax muscle
SRR7222059,2377 m,OTHER,85,83475355,PRJNA473221,SAMN09267771,Invertebrate,54734702,UNIVERSITY OF ALABAMA,2014-07-10,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128939,USA,North America,USA:California,Illumina HiSeq 2000,JDL703,Mt Shasta top parking area,41.36148 N 122.20068 W,JDL703,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL703-CA02-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222060,2268 m,OTHER,85,113822650,PRJNA473221,SAMN09268620,Invertebrate,77324612,UNIVERSITY OF ALABAMA,2015-07-17,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128938,USA,North America,USA:California,Illumina HiSeq 2000,JDL1199,Sequoia Nat. Park_near Little Baldy Saddle,36.61918 N 118.81165 W,JDL1199,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1199-CA13-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222061,2268 m,OTHER,85,130761790,PRJNA473221,SAMN09268621,Invertebrate,85371253,UNIVERSITY OF ALABAMA,2015-07-17,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128937,USA,North America,USA:California,Illumina HiSeq 2000,JDL1200,Sequoia Nat. Park_near Little Baldy Saddle,36.61918 N 118.81165 W,JDL1200,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1200-CA13-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222062,227 m,OTHER,85,127861165,PRJNA473221,SAMN09268612,Invertebrate,84259861,UNIVERSITY OF ALABAMA,2015-05-20,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128936,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1170,N Bank rd along Umpqua River,43.31418 N 123.20711 W,JDL1170,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1170-OR01-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222063,53 m,OTHER,85,130286555,PRJNA473221,SAMN09268613,Invertebrate,85873354,UNIVERSITY OF ALABAMA,2015-05-21,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128935,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1172,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1172,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1172-OR02-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222064,53 m,OTHER,85,117383300,PRJNA473221,SAMN09268614,Invertebrate,77602675,UNIVERSITY OF ALABAMA,2015-05-21,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128934,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1174,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1174,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1174-OR02-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222065,53 m,OTHER,85,148354580,PRJNA473221,SAMN09268615,Invertebrate,97982570,UNIVERSITY OF ALABAMA,2015-05-21,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128933,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1175,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1175,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1175-OR02-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222066,53 m,OTHER,85,144847225,PRJNA473221,SAMN09268616,Invertebrate,95820649,UNIVERSITY OF ALABAMA,2015-05-21,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128932,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1176,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1176,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1176-OR02-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222067,53 m,OTHER,85,132292895,PRJNA473221,SAMN09268617,Invertebrate,87722230,UNIVERSITY OF ALABAMA,2015-05-21,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128931,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1177,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1177,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1177-OR02-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222068,53 m,OTHER,85,109339155,PRJNA473221,SAMN09268618,Invertebrate,74106100,UNIVERSITY OF ALABAMA,2015-05-21,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128930,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1179,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1179,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1179-OR02-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222069,53 m,OTHER,85,167645925,PRJNA473221,SAMN09268619,Invertebrate,109790937,UNIVERSITY OF ALABAMA,2015-05-21,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128929,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1180,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1180,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1180-OR02-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222070,2377 m,OTHER,85,106100825,PRJNA473221,SAMN09267770,Invertebrate,69683193,UNIVERSITY OF ALABAMA,2014-07-10,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128928,USA,North America,USA:California,Illumina HiSeq 2000,JDL702,Mt Shasta top parking area,41.36148 N 122.20068 W,JDL702,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL702-CA02-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222071,314 m,OTHER,85,83130170,PRJNA473221,SAMN09268490,Invertebrate,54399746,UNIVERSITY OF ALABAMA,2015-05-12,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128927,USA,North America,USA:California,Illumina HiSeq 2000,JDL940,Three Rivers Just outside of Sequoia,36.45761 N 118.87862 W,JDL940,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL940-CA01-2015--Bv,female,SRP149031,Thorax muscle
SRR7222072,314 m,OTHER,85,112640810,PRJNA473221,SAMN09268491,Invertebrate,73329894,UNIVERSITY OF ALABAMA,2015-05-12,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128926,USA,North America,USA:California,Illumina HiSeq 2000,JDL941,Three Rivers Just outside of Sequoia,36.45761 N 118.87862 W,JDL941,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL941-CA01-2015--Bv,female,SRP149031,Thorax muscle
SRR7222073,1835 m,OTHER,85,166054980,PRJNA473221,SAMN09267971,Invertebrate,63744738,UNIVERSITY OF ALABAMA,2016-08-03,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128925,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL3116,"Mt Hood\, Timberline Lodge",45.33408 N 121.70775 W,JDL3116,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3116-OR03-2016--Bb,female,SRP149031,Thorax muscle
SRR7222074,1835 m,OTHER,85,114267115,PRJNA473221,SAMN09267970,Invertebrate,44811451,UNIVERSITY OF ALABAMA,2016-08-03,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128924,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL3115,"Mt Hood\, Timberline Lodge",45.33408 N 121.70775 W,JDL3115,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3115-OR03-2016--Bb,female,SRP149031,Thorax muscle
SRR7222075,138 m,OTHER,85,135845045,PRJNA473221,SAMN09268530,Invertebrate,88925354,UNIVERSITY OF ALABAMA,2015-05-19,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128923,USA,North America,USA:California,Illumina HiSeq 2000,JDL1157,Knighton Rd adjacent to Churn Creek Golf Course,40.50844 N 122.3218 W,JDL1157,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1157-CA12-2015--Bv,female,SRP149031,Thorax muscle
SRR7222076,2347 m,OTHER,85,159338025,PRJNA473221,SAMN09267963,Invertebrate,59835966,UNIVERSITY OF ALABAMA,2015-06-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128922,USA,North America,USA:California,Illumina HiSeq 4000,JDL1903,"Upper Panther Meadows\, Everitt Memorial HWY",41.35839 N 122.1982 W,JDL1903,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1903-CA32-2015--Bb,female,SRP149031,Thorax muscle
SRR7222077,2347 m,OTHER,85,125874460,PRJNA473221,SAMN09267962,Invertebrate,48744920,UNIVERSITY OF ALABAMA,2015-06-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128921,USA,North America,USA:California,Illumina HiSeq 4000,JDL1902,"Upper Panther Meadows\, Everitt Memorial HWY",41.35839 N 122.1982 W,JDL1902,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1902-CA32-2015--Bb,female,SRP149031,Thorax muscle
SRR7222078,2347 m,OTHER,85,123600200,PRJNA473221,SAMN09267965,Invertebrate,48125545,UNIVERSITY OF ALABAMA,2015-06-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128920,USA,North America,USA:California,Illumina HiSeq 4000,JDL1909,"Upper Panther Meadows\, Everitt Memorial HWY",41.35839 N 122.1982 W,JDL1909,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1909-CA32-2015--Bb,female,SRP149031,Thorax muscle
SRR7222079,2347 m,OTHER,85,131350925,PRJNA473221,SAMN09267964,Invertebrate,50542667,UNIVERSITY OF ALABAMA,2015-06-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128919,USA,North America,USA:California,Illumina HiSeq 4000,JDL1908,"Upper Panther Meadows\, Everitt Memorial HWY",41.35839 N 122.1982 W,JDL1908,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1908-CA32-2015--Bb,female,SRP149031,Thorax muscle
SRR7222080,482 m,OTHER,85,117112830,PRJNA473221,SAMN09267967,Invertebrate,45917989,UNIVERSITY OF ALABAMA,2016-05-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128918,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL2954,"Forest road 23 near Oakridge\, Wilammette Hills creek Resort",43.7091 N 122.4163 W,JDL2954,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2954-OR02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222081,2347 m,OTHER,85,131381950,PRJNA473221,SAMN09267966,Invertebrate,49760109,UNIVERSITY OF ALABAMA,2015-06-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128917,USA,North America,USA:California,Illumina HiSeq 4000,JDL1910,"Upper Panther Meadows\, Everitt Memorial HWY",41.35839 N 122.1982 W,JDL1910,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1910-CA32-2015--Bb,female,SRP149031,Thorax muscle
SRR7222082,584 m,OTHER,85,141485390,PRJNA473221,SAMN09267969,Invertebrate,54978293,UNIVERSITY OF ALABAMA,2016-07-31,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128916,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL3078,Wenatachee N.F. Hwy 207 0.1 mi E of Lake Wenatachee,47.80856 N 120.71393 W,JDL3078,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3078-WA17-2016--Bb,female,SRP149031,Thorax muscle
SRR7222083,1299 m,OTHER,85,151055795,PRJNA473221,SAMN09267968,Invertebrate,57616331,UNIVERSITY OF ALABAMA,2016-07-31,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128915,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL3060,Wenatachee N.F. FR 6700,47.80413 N 121.06815 W,JDL3060,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3060-WA16-2016--Bb,female,SRP149031,Thorax muscle
SRR7222084,2247 m,OTHER,85,126743330,PRJNA473221,SAMN09267846,Invertebrate,83544142,UNIVERSITY OF ALABAMA,2015-07-18,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128914,USA,North America,USA:California,Illumina HiSeq 2000,JDL1258,"Hwy 168\, Sierra National Forest\, Huntington Lake",37.2023 N 119.21434 W,JDL1258,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1258-CA15-2015-S-Bb,female,SRP149031,Thorax muscle
SRR7222085,2247 m,OTHER,85,101815125,PRJNA473221,SAMN09267847,Invertebrate,66967347,UNIVERSITY OF ALABAMA,2015-07-18,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128913,USA,North America,USA:California,Illumina HiSeq 2000,JDL1259,"Hwy 168\, Sierra National Forest\, Huntington Lake",37.2023 N 119.21434 W,JDL1259,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1259-CA15-2015-S-Bb,female,SRP149031,Thorax muscle
SRR7222086,1094 m,OTHER,85,199869425,PRJNA473221,SAMN09268200,Invertebrate,132400233,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128912,USA,North America,USA:California,Illumina HiSeq 2000,JDL301,Town of Mt. Shasta (Ranger Station),41.31499 N 122.31568 W,JDL301,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL301-CA02-2012--Bv,female,SRP149031,Thorax muscle
SRR7222087,1094 m,OTHER,85,166230760,PRJNA473221,SAMN09268201,Invertebrate,109690571,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128911,USA,North America,USA:California,Illumina HiSeq 2000,JDL302,Town of Mt. Shasta (Ranger Station),41.31499 N 122.31568 W,JDL302,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL302-CA02-2012--Bv,female,SRP149031,Thorax muscle
SRR7222088,2214 m,OTHER,85,103764600,PRJNA473221,SAMN09267842,Invertebrate,68565941,UNIVERSITY OF ALABAMA,2015-07-17,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128910,USA,North America,USA:California,Illumina HiSeq 2000,JDL1242,Sequoia Nat. Park_Wolverton Trail Head,36.59657 N 118.7364 W,JDL1242,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1242-CA14-2015-S-Bb,female,SRP149031,Thorax muscle
SRR7222089,2214 m,OTHER,85,129818290,PRJNA473221,SAMN09267843,Invertebrate,87265776,UNIVERSITY OF ALABAMA,2015-07-17,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128909,USA,North America,USA:California,Illumina HiSeq 2000,JDL1243,Sequoia Nat. Park_Wolverton Trail Head,36.59657 N 118.7364 W,JDL1243,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1243-CA14-2015-S-Bb,female,SRP149031,Thorax muscle
SRR7222090,2247 m,OTHER,85,133192535,PRJNA473221,SAMN09267844,Invertebrate,86904183,UNIVERSITY OF ALABAMA,2015-07-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128908,USA,North America,USA:California,Illumina HiSeq 2000,JDL1253,"Hwy 168\, Sierra National Forest\, Huntington Lake",37.2023 N 119.21434 W,JDL1253,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1253-CA15-2015-S-Bb,female,SRP149031,Thorax muscle
SRR7222091,2247 m,OTHER,85,112537450,PRJNA473221,SAMN09267845,Invertebrate,74612384,UNIVERSITY OF ALABAMA,2015-07-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128907,USA,North America,USA:California,Illumina HiSeq 2000,JDL1257,"Hwy 168\, Sierra National Forest\, Huntington Lake",37.2023 N 119.21434 W,JDL1257,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1257-CA15-2015-S-Bb,female,SRP149031,Thorax muscle
SRR7222092,1094 m,OTHER,85,215741050,PRJNA473221,SAMN09268194,Invertebrate,143046154,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128906,USA,North America,USA:California,Illumina HiSeq 2000,JDL294,Town of Mt. Shasta (Ranger Station),41.31499 N 122.31568 W,JDL294,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL294-CA02-2012--Bv,female,SRP149031,Thorax muscle
SRR7222093,1094 m,OTHER,85,170008415,PRJNA473221,SAMN09268195,Invertebrate,116932927,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128905,USA,North America,USA:California,Illumina HiSeq 2000,JDL295,Town of Mt. Shasta (Ranger Station),41.31499 N 122.31568 W,JDL295,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL295-CA02-2012--Bv,female,SRP149031,Thorax muscle
SRR7222094,1094 m,OTHER,85,67665015,PRJNA473221,SAMN09268192,Invertebrate,44966774,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128904,USA,North America,USA:California,Illumina HiSeq 2000,JDL292,Town of Mt. Shasta (Ranger Station),41.31499 N 122.31568 W,JDL292,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL292-CA02-2012--Bv,female,SRP149031,Thorax muscle
