Run,Altitude,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,env_biome,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue
SRR7222177,1166 m,OTHER,85,128908195,PRJNA473221,SAMN09267926,Invertebrate,49485666,UNIVERSITY OF ALABAMA,2014-07-11,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128821,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL710,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL710,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL710-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222178,1166 m,OTHER,85,127241260,PRJNA473221,SAMN09267927,Invertebrate,50004443,UNIVERSITY OF ALABAMA,2014-07-11,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128820,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL711,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL711,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL711-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222179,1166 m,OTHER,85,95752755,PRJNA473221,SAMN09267928,Invertebrate,38042544,UNIVERSITY OF ALABAMA,2014-07-11,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128819,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL713,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL713,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL713-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222180,1166 m,OTHER,85,140483070,PRJNA473221,SAMN09267929,Invertebrate,54330898,UNIVERSITY OF ALABAMA,2014-07-11,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128818,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL714,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL714,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL714-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222181,1711 m,OTHER,85,130754225,PRJNA473221,SAMN09267922,Invertebrate,50111554,UNIVERSITY OF ALABAMA,2015-07-24,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128817,USA,North America,USA:California,Illumina HiSeq 4000,JDL1434,Lasson NF_Hwy44_pine circle valley 4.03 mi SSW Crater Mtn,40.56716 N 121.06437 W,JDL1434,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1434-CA26-2015--Bb,female,SRP149031,Thorax muscle
SRR7222182,1166 m,OTHER,85,94581285,PRJNA473221,SAMN09267923,Invertebrate,37308100,UNIVERSITY OF ALABAMA,2014-07-11,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128816,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL706,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL706,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL706-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222183,1166 m,OTHER,85,130603435,PRJNA473221,SAMN09267924,Invertebrate,50882616,UNIVERSITY OF ALABAMA,2014-07-11,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128815,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL708,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL708,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL708-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222184,1166 m,OTHER,85,111464835,PRJNA473221,SAMN09267925,Invertebrate,43494064,UNIVERSITY OF ALABAMA,2014-07-11,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128814,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL709,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL709,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL709-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222185,1166 m,OTHER,85,126238685,PRJNA473221,SAMN09267930,Invertebrate,49038445,UNIVERSITY OF ALABAMA,2014-07-11,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128813,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL715,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL715,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL715-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222186,1166 m,OTHER,85,109823570,PRJNA473221,SAMN09267931,Invertebrate,43159057,UNIVERSITY OF ALABAMA,2014-07-11,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128812,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL716,Hwy 230 West of Crater Lake,43.03366 N 122.36711 W,JDL716,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL716-OR01-2014--Bb,female,SRP149031,Thorax muscle
SRR7222187,1228 m,OTHER,85,115169730,PRJNA473221,SAMN09268070,Invertebrate,46092595,UNIVERSITY OF ALABAMA,2016-05-24,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128811,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2932,Old Bluett Pass Wenatchee NF,47.53529 N 120.67763 W,JDL2932,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2932-WA10-2016--Bb,female,SRP149031,Thorax muscle
SRR7222188,2164 m,OTHER,85,162221480,PRJNA473221,SAMN09268284,Invertebrate,100541985,UNIVERSITY OF ALABAMA,2013-07-03,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128810,USA,North America,USA:California,Illumina HiSeq 2000,JDL622,Donner Pass,39.31613 N 120.32617 W,JDL622,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL622-CA11-2013--Bv,female,SRP149031,Thorax muscle
SRR7222189,840 m,OTHER,85,118316940,PRJNA473221,SAMN09268071,Invertebrate,46688215,UNIVERSITY OF ALABAMA,2016-07-28,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128809,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL3001,Flowery Trail Rd 6 miles W of Cusick Colville N.F.,48.29883 N 117.41316 W,JDL3001,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3001-WA11-2016--Bb,female,SRP149031,Thorax muscle
SRR7222190,539 m,OTHER,85,109530660,PRJNA473221,SAMN09268690,Invertebrate,43241979,UNIVERSITY OF ALABAMA,2016-05-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128808,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2870,"US 12\, 2.5 miles SW of HWY 410 intersection 5.8 miles W of Naches",46.71925 N 120.82024 W,JDL2870,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2870-WA06-2016--Bv,female,SRP149031,Thorax muscle
SRR7222191,52 m,OTHER,85,106086630,PRJNA473221,SAMN09268700,Invertebrate,42100970,UNIVERSITY OF ALABAMA,2016-05-23,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128807,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2882,Tumwater WA field of purple vetch and blackberry,46.9929 N 122.9199 W,JDL2882,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2882-WA07-2016--Bv,female,SRP149031,Thorax muscle
SRR7222192,1069 m,OTHER,85,78847530,PRJNA473221,SAMN09268423,Invertebrate,52527221,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128806,USA,North America,USA:California,Illumina HiSeq 2000,JDL286,"Weed\, CA (empty lot)",41.41703 N 122.38499 W,JDL286,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL286-CA01-2012--Bv,female,SRP149031,Thorax muscle
SRR7222193,52 m,OTHER,85,130124290,PRJNA473221,SAMN09268698,Invertebrate,50806779,UNIVERSITY OF ALABAMA,2016-05-23,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128805,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2880,Tumwater WA field of purple vetch and blackberry,46.9929 N 122.9199 W,JDL2880,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2880-WA07-2016--Bv,female,SRP149031,Thorax muscle
SRR7222194,539 m,OTHER,85,159291870,PRJNA473221,SAMN09268697,Invertebrate,58882845,UNIVERSITY OF ALABAMA,2016-05-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128804,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2877,"US 12\, 2.5 miles SW of HWY 410 intersection 5.8 miles W of Naches",46.71925 N 120.82024 W,JDL2877,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2877-WA06-2016--Bv,female,SRP149031,Thorax muscle
SRR7222195,539 m,OTHER,85,121282590,PRJNA473221,SAMN09268696,Invertebrate,47864654,UNIVERSITY OF ALABAMA,2016-05-22,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128803,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2876,"US 12\, 2.5 miles SW of HWY 410 intersection 5.8 miles W of Naches",46.71925 N 120.82024 W,JDL2876,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2876-WA06-2016--Bv,female,SRP149031,Thorax muscle
SRR7222196,539 m,OTHER,85,163514585,PRJNA473221,SAMN09268695,Invertebrate,60522117,UNIVERSITY OF ALABAMA,2016-05-22,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128802,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2875,"US 12\, 2.5 miles SW of HWY 410 intersection 5.8 miles W of Naches",46.71925 N 120.82024 W,JDL2875,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2875-WA06-2016--Bv,female,SRP149031,Thorax muscle
SRR7222197,539 m,OTHER,85,133250335,PRJNA473221,SAMN09268694,Invertebrate,51947382,UNIVERSITY OF ALABAMA,2016-05-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128801,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2874,"US 12\, 2.5 miles SW of HWY 410 intersection 5.8 miles W of Naches",46.71925 N 120.82024 W,JDL2874,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2874-WA06-2016--Bv,female,SRP149031,Thorax muscle
SRR7222198,1069 m,OTHER,85,188488520,PRJNA473221,SAMN09268422,Invertebrate,123570133,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128800,USA,North America,USA:California,Illumina HiSeq 2000,JDL285,"Weed\, CA (empty lot)",41.41703 N 122.38499 W,JDL285,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL285-CA01-2012--Bv,female,SRP149031,Thorax muscle
SRR7222199,539 m,OTHER,85,162177365,PRJNA473221,SAMN09268692,Invertebrate,63107110,UNIVERSITY OF ALABAMA,2016-05-22,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128799,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2872,"US 12\, 2.5 miles SW of HWY 410 intersection 5.8 miles W of Naches",46.71925 N 120.82024 W,JDL2872,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2872-WA06-2016--Bv,female,SRP149031,Thorax muscle
SRR7222200,2747 m,OTHER,85,140836075,PRJNA473221,SAMN09267855,Invertebrate,54398957,UNIVERSITY OF ALABAMA,2015-07-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128798,USA,North America,USA:California,Illumina HiSeq 4000,JDL1290,"near Kaiser Pass\, Sierra National Forest",37.28761 N 119.10329 W,JDL1290,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1290-CA16-2015--Bb,female,SRP149031,Thorax muscle
SRR7222201,2268 m,OTHER,85,128687025,PRJNA473221,SAMN09268623,Invertebrate,86860870,UNIVERSITY OF ALABAMA,2015-07-17,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128797,USA,North America,USA:California,Illumina HiSeq 2000,JDL1203,Sequoia Nat. Park_near Little Baldy Saddle,36.61918 N 118.81165 W,JDL1203,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1203-CA13-2015-S-Bv,female,SRP149031,Thorax muscle
SRR7222202,75 m,OTHER,85,179105710,PRJNA473221,SAMN09268364,Invertebrate,89153397,UNIVERSITY OF ALABAMA,2014-07-15,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128796,USA,North America,USA:Washington,Illumina HiSeq 2000,JDL794,Olympia under overpass,47.03768 N 122.889 W,JDL794,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL794-WA03-2014--Bv,female,SRP149031,Thorax muscle
SRR7222203,609 m,OTHER,85,193968300,PRJNA473221,SAMN09268279,Invertebrate,121125703,UNIVERSITY OF ALABAMA,2013-07-03,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128795,USA,North America,USA:California,Illumina HiSeq 2000,JDL614,Sonora,37.97314 N 120.36743 W,JDL614,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL614-CA10-2013--Bv,female,SRP149031,Thorax muscle
SRR7222204,609 m,OTHER,85,125474450,PRJNA473221,SAMN09268278,Invertebrate,79149599,UNIVERSITY OF ALABAMA,2013-07-03,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128794,USA,North America,USA:California,Illumina HiSeq 2000,JDL613,Sonora,37.97314 N 120.36743 W,JDL613,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL613-CA10-2013--Bv,female,SRP149031,Thorax muscle
SRR7222205,1598 m,OTHER,85,106577930,PRJNA473221,SAMN09268431,Invertebrate,70626571,UNIVERSITY OF ALABAMA,2012-08-15,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128793,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL416,"Grizzly Peak trail\, Jackson Co",42.27205 N 122.6064833 W,JDL416,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL416-OR12-2012--Bv,female,SRP149031,Thorax muscle
SRR7222206,609 m,OTHER,85,156540845,PRJNA473221,SAMN09268273,Invertebrate,98577652,UNIVERSITY OF ALABAMA,2013-07-03,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128792,USA,North America,USA:California,Illumina HiSeq 2000,JDL606,Sonora,37.97314 N 120.36743 W,JDL606,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL606-CA10-2013--Bv,female,SRP149031,Thorax muscle
SRR7222207,2747 m,OTHER,85,148155255,PRJNA473221,SAMN09267854,Invertebrate,53939964,UNIVERSITY OF ALABAMA,2015-07-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128791,USA,North America,USA:California,Illumina HiSeq 4000,JDL1289,"near Kaiser Pass\, Sierra National Forest",37.28761 N 119.10329 W,JDL1289,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1289-CA16-2015--Bb,female,SRP149031,Thorax muscle
SRR7222208,1598 m,OTHER,85,195507310,PRJNA473221,SAMN09268430,Invertebrate,131269337,UNIVERSITY OF ALABAMA,2012-08-15,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128790,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL415,"Grizzly Peak trail\, Jackson Co",42.27205 N 122.6064833 W,JDL415,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL415-OR12-2012--Bv,female,SRP149031,Thorax muscle
SRR7222209,1754 m,OTHER,85,163314240,PRJNA473221,SAMN09267828,Invertebrate,108219699,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128789,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL922,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL922,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL922-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222210,1754 m,OTHER,85,130481290,PRJNA473221,SAMN09267829,Invertebrate,85499838,UNIVERSITY OF ALABAMA,2014-07-20,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128788,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL924,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL924,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL924-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222211,1215 m,OTHER,85,197622025,PRJNA473221,SAMN09268272,Invertebrate,122440236,UNIVERSITY OF ALABAMA,2013-07-02,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128787,USA,North America,USA:California,Illumina HiSeq 2000,JDL604,"Yosemite NP\, Yosemite Valley",37.72451 N 119.64087 W,JDL604,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL604-CA09-2013--Bv,female,SRP149031,Thorax muscle
SRR7222212,1754 m,OTHER,85,156433235,PRJNA473221,SAMN09267827,Invertebrate,102783851,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128786,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL920,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL920,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL920-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222213,1754 m,OTHER,85,125324850,PRJNA473221,SAMN09267824,Invertebrate,82470055,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128785,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL917,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL917,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL917-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222214,1754 m,OTHER,85,161749475,PRJNA473221,SAMN09267825,Invertebrate,108949281,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128784,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL918,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL918,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL918-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222215,1754 m,OTHER,85,128895275,PRJNA473221,SAMN09267822,Invertebrate,84391773,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128783,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL915,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL915,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL915-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222216,1754 m,OTHER,85,140586345,PRJNA473221,SAMN09267823,Invertebrate,91861534,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128782,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL916,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL916,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL916-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222217,1069 m,OTHER,85,117817480,PRJNA473221,SAMN09268420,Invertebrate,78336669,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128781,USA,North America,USA:California,Illumina HiSeq 2000,JDL282,"Weed\, CA (empty lot)",41.41703 N 122.38499 W,JDL282,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL282-CA01-2012--Bv,female,SRP149031,Thorax muscle
SRR7222218,1754 m,OTHER,85,97430400,PRJNA473221,SAMN09267830,Invertebrate,64273375,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128780,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL925,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL925,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL925-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222219,1754 m,OTHER,85,105509905,PRJNA473221,SAMN09267831,Invertebrate,69717094,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128779,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL926,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL926,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL926-OR11-2014-S-Bb,female,SRP149031,Thorax muscle
SRR7222220,1892 m,OTHER,85,136650845,PRJNA473221,SAMN09268101,Invertebrate,52146006,UNIVERSITY OF ALABAMA,2016-07-29,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128778,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL3040,Trail to Goat Peak lookout. Steep lupine meadow,48.6423 N 120.40366 W,JDL3040,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3040-WA14-2016--Bb,female,SRP149031,Thorax muscle
SRR7222221,1892 m,OTHER,85,124611360,PRJNA473221,SAMN09268100,Invertebrate,47260858,UNIVERSITY OF ALABAMA,2016-07-29,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128777,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL3039,Trail to Goat Peak lookout. Steep lupine meadow,48.6423 N 120.40366 W,JDL3039,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3039-WA14-2016--Bb,female,SRP149031,Thorax muscle
SRR7222222,2261 m,OTHER,85,90064725,PRJNA473221,SAMN09268216,Invertebrate,60078085,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128776,USA,North America,USA:California,Illumina HiSeq 2000,JDL326,"Mt. Shasta\, downhill from Panther Meadows",41.35558 N 122.20754 W,JDL326,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL326-CA04-2012--Bv,female,SRP149031,Thorax muscle
SRR7222223,644 m,OTHER,85,119994330,PRJNA473221,SAMN09268311,Invertebrate,75930974,UNIVERSITY OF ALABAMA,2013-07-05,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128775,USA,North America,USA:California,Illumina HiSeq 2000,JDL660,"Castella\, Frontage Road",41.1625 N 122.2964 W,JDL660,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL660-CA13-2013--Bv,female,SRP149031,Thorax muscle
SRR7222224,677 m,OTHER,85,135636625,PRJNA473221,SAMN09268093,Invertebrate,51580778,UNIVERSITY OF ALABAMA,2016-05-23,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4128774,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2904,"Nason Creek Rest Area\, US 2",47.76643 N 120.7931 W,JDL2904,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2904-WA08-2016-D-Bb,female,SRP149031,Thorax muscle
SRR7222225,1754 m,OTHER,85,159807395,PRJNA473221,SAMN09268092,Invertebrate,57167388,UNIVERSITY OF ALABAMA,2014-07-20,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128773,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL923,Mt Ashland Ski Rd,42.0669 N 122.6827 W,JDL923,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL923-OR11-2014-D-Bb,female,SRP149031,Thorax muscle
SRR7222226,1549 m,OTHER,85,153648465,PRJNA473221,SAMN09268095,Invertebrate,54856081,UNIVERSITY OF ALABAMA,2016-07-28,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128772,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL3031,Colville N.F. Cottonwood Divide Rd to Chewalah Mtn,48.28215 N 117.58178 W,JDL3031,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL3031-WA12-2016--Bb,female,SRP149031,Thorax muscle
SRR7222227,1228 m,OTHER,85,119256785,PRJNA473221,SAMN09268094,Invertebrate,46314332,UNIVERSITY OF ALABAMA,2016-05-24,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4128771,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2928,Old Bluett Pass Wenatchee NF,47.53529 N 120.67763 W,JDL2928,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2928-WA10-2016-D-Bb,female,SRP149031,Thorax muscle
